ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Accession_Name,Country_of_Origin,Region,Alu.Tol,Flowering time at Arkansas,Flowering time at Faridpur,Flowering time at Aberdeen,FT ratio of Arkansas/Aberdeen,FT ratio of Faridpur/Aberdeen,Culm habit,Leaf pubescence,Flag leaf length,Flag leaf width,Awn presence,Panicle number per plant,Plant height,Panicle length,Primary panicle branch number,Seed number per panicle,Florets per panicle,Panicle fertility,Seed length,Seed width,Seed volume,Seed surface area,Brown rice seed length,Brown rice seed width,Brown rice surface area,Brown rice volume,Seed length/width ratio,Brown rice length/width ratio,Seed color,Pericarp color,Straighthead suseptability,Blast resistance,Amylose content,Alkali spreading value,Protein content
NSFTV236,-26.580192424429637,0.9039122876030801,0.5163177065140887,-1.1605009677727465,6.273239852962696,1.5865677993440945,0.8960994124694255,-1.4553610998094544,-0.3235394379331634,4.063747609695004,WC 521,China,E Asia,0.713,82.08333333,76,92,0.892210145,0.826086957,3.5,1,27.25,1.158333333,1,3.238678452,117.25,22.92222222,10.33333333,4.901564199,5.187385806,0.751,7.323566667,3.17715,2.183843786,3.662128141,5.030383333,2.651341667,3.206021224,4.85005,2.305,1.897,light,light,6.833333334,8,0.353333333,6.666666667,8.35
NSFTV237,-25.77593709007939,-0.03974715662828178,-3.849510981144433,-3.3054885605493527,-1.2449135636442432,-1.2448613802017943,-1.773759804249208,-4.795220398237807,3.140343253414647,-8.590193201918979,Estrela,Colombia,America,0.53,75.58333333,66,76,0.994517544,0.868421053,3.166666667,0,22.8,0.958333333,1,2.823361048,95,23.33333333,9,4.539742381,4.685981829,0.864,11.23425833,2.818841667,2.452041917,4.027239937,7.685908333,2.250858333,3.480199548,5.473683333,3.985,3.415,light,light,6,7,11.40666667,2,9.6
NSFTV240,-20.284192699464054,8.612951673508455,17.635852633042873,-1.1810106947763688,-11.357316896705887,0.031151133771652996,2.834362036625761,-4.345272190093612,-2.510256671476336,1.9255256980404407,WAB 501-11-5-1,Cote D'Ivoire,Africa,0.607,77.33333333,77,87,0.888888889,0.885057471,3.5,1,24.26666667,1.358333333,0,2.751535313,103.75,24.17272727,11.81818182,4.895122407,5.034588535,0.87,9.196941667,3.587908333,2.649453106,4.008869278,6.557008333,2.97025,3.582555743,7.889158333,2.563,2.208,light,light,5.998333334,1,12.58,3.666666667,8
NSFTV241,41.6965449769032,16.79990388315656,-6.550283172267353,0.05755086774409942,1.5577385706741786,-7.0181384730615,5.838458720389386,2.496166436293766,-1.0668319502368748,-1.1469517955874775,ECIA76-S89-1,Cuba,America,0.17,92.25,77,100,0.9225,0.77,3,1,25.83333333,1.183333333,0,3.54577861,98.77777778,24.8,10,4.954260887,5.164150852,0.811,7.828690909,2.730781818,1.992749122,3.614149051,5.687872727,2.324390909,3.204203991,4.262572727,2.867,2.447,light,light,8.335,1,25.21333333,7,8.15
NSFTV242,-22.751919735462604,9.310353250383145,19.62659501716112,-1.9172677621151824,-13.806931389760285,-2.7373093317930435,-2.3334940981660823,4.273490423252328,-0.1440570794232503,-2.9168523129540778,27,Dominican Republic,America,0.603,81.75,52,48,1.703125,1.083333333,3.5,1,26.46666667,1.275,0,3.198673118,115.1666667,21.75555556,9.111111111,4.994136295,5.085349143,0.913,8.778472727,3.201018182,2.396812869,3.866491834,6.470108333,2.678341667,3.47115427,6.379125,2.742,2.416,light,light,7,5,19.32333333,5.375,8.25
NSFTV243,-30.452520102468963,-4.349731950142366,-14.379567832848922,-0.7882488218432107,-0.3430187343611992,0.2613189299986301,3.118136684365496,-5.378643000967699,2.4793218091669997,-9.662392596054191,Tropical Rice,Ecuador,America,1.08,61.75,76,80,0.771875,0.95,4.333333333,1,29.27777778,1,0,3.633190548,86.33333333,20.71666667,8,4.421848129,4.588363068,0.847,9.918509091,3.147372727,2.52088274,3.997216231,7.271116667,2.597516667,3.56215437,6.779708333,3.151,2.799,light,light,6.998333334,9,19.97,5.375,7.95
NSFTV248,-31.806503013894503,-4.58651547665518,-14.936421397056506,-1.6925902748625248,0.7278036889876887,-0.24493114077744163,2.2065948196984504,-3.4904766749461347,0.42955622475021477,-1.9710496312260544,Caucasica,Former Soviet Union,Europe,0.6,77.5,66,54,1.435185185,1.222222222,5,1,29.33333333,1.158333333,0,2.833213344,119.5833333,22.24545455,9.727272727,4.972335369,5.177176427,0.815,8.566533333,3.647433333,2.605831043,3.953380217,6.274908333,2.995625,3.52598619,7.435108333,2.349,2.095,light,light,4.835,8,14.78,6.791666667,9.1
NSFTV250,-30.956590024288126,-5.085845404881217,-16.393093890153988,-0.8813942500363091,-0.3849884655380009,0.5967003587246502,0.9612487515013614,-1.3347050506713063,0.294367854066398,-0.5097154726319973,Bulgare,France,Europe,0.833,57.75,53,59,0.978813559,0.898305085,5.888888889,NA,28.63333333,0.966666667,1,3.32323584,94.66666667,19.46666667,7,4.158883083,4.331928798,0.841,7.523325,3.658483333,2.484770529,3.818853067,5.307666667,3.17275,3.436570424,7.285083333,2.056,1.673,light,light,5.998333334,9,16.30333333,6.875,7.75
NSFTV251,-15.409780353906934,7.279020406466259,12.538383342051135,-2.2278624991954983,9.80364537539975,-2.378307729762781,-6.33207280621914,4.091510342792806,2.6935338493269194,-4.391661508546703,H256-76-1-1-1,Argentina,America,0.53,87.75,79,104,0.84375,0.759615385,3,0,28.76666667,1.1,0,3.146305132,90,24.39166667,10.25,4.860458191,5.127924381,0.765,8.986816667,2.298658333,1.815010664,3.601980344,7.021675,1.977208333,3.246870297,3.748566667,3.91,3.551,light,light,7.331666667,8,20.22333333,5.333333334,8.9
NSFTV252,38.85635313451238,10.502872729112251,-4.761907453682508,1.0291827455008713,0.08442786350396611,-7.7882295889484014,-3.9081318296056007,-2.4435392076992586,3.1224646526901556,2.426752012468669,Djimoron,Guinea,Africa,0.43,75.75,78,90,0.841666667,0.866666667,8.5,1,36.01666667,1.016666667,0,3.874667219,136.25,23.15555556,7.111111111,4.518819748,4.736198448,0.805,10.34176667,2.684391667,2.22697394,3.868666552,7.234441667,2.258766667,3.432024796,5.235841667,3.853,3.203,light,light,6.5,4,25.27,5.75,8.25
NSFTV254,45.2270095044603,17.225799960735422,-6.769319036438838,-0.09673940086929046,-0.7375989351369993,-4.0522727221575305,0.42573166332364004,1.2725681304000946,6.951794074233335,3.1083065275844706,Hon Chim,Hong Kong,E Asia,0.4,78.16666667,68,73,1.070776256,0.931506849,8.5,1,35.825,1.183333333,0,3.770843392,125.0833333,28,8.833333333,4.95774583,5.200002678,0.785,8.54785,3.047258333,2.284439792,3.79768752,6.302490909,2.566881818,3.408750302,5.780309091,2.805,2.455,light,light,7.5,1,25.92333333,5.5,7.95
NSFTV255,46.23435128369298,18.367621441246662,-7.357528342532526,0.4263175259789721,-2.6763938830074423,12.377442263728641,-3.9212647872643984,-0.7823036108800188,0.8735048124356519,-0.725237852872078,Pai Hok Glutinous,Hong Kong,E Asia,0.37,95.91666667,68,76,1.262061404,0.894736842,6,1,24.96666667,1.133333333,0,3.657130756,124.3333333,22.58888889,8.222222222,4.49980967,4.602439187,0.902,7.688191667,3.090925,2.222457243,3.717396047,5.546525,2.6743125,3.332278168,5.6122,2.487,2.074,light,dark,NA,2,25.93333333,6,NA
NSFTV257,-27.93520391163619,-4.190516405984702,-11.657613296377287,-0.621904421625253,1.58455079220351,0.2829974443658758,3.4498626575825466,-6.923564688879761,2.811174223943154,-8.675689342881492,Agusita,Hungary,Europe,1.026,66.83333333,60,68,0.982843137,0.882352941,3,1,27.62727273,0.981818182,0,3.070633582,90.75,18.54166667,8.166666667,4.491441421,4.736929176,0.782,9.782033333,3.155941667,2.509801139,3.984886465,7.189533333,2.579591667,3.547499485,6.651975,3.1,2.787,light,light,6.165,8,18.22333333,5.361111111,9.6
NSFTV258,-21.611489932452866,7.307719822902453,17.510074960742564,-0.3448577053805795,-1.3555776664416042,1.6123948715785852,4.1070621186089085,-3.9863696267193056,-0.9409823480888687,4.3841805844892185,Tia Bura,Indonesia,Pacific,0.73,102.5,75,100,1.025,0.75,4.5,1,26.51666667,1.241666667,0,2.999890284,125.75,29.95,9,4.748548769,4.882801923,0.874,10.01429,2.62081,2.165599742,3.82580237,7.345463636,2.190345455,3.419475377,5.011154545,3.821,3.354,light,dark,NA,9,22.65333333,6.158333334,8.75
NSFTV259,40.75233617324525,-3.4424808109674716,0.19266542719356777,0.5586207425733498,-2.3717817690775673,-11.33943063628598,-13.966371597871637,-10.048889252647246,9.132718229339103,4.59948619919588,Sadri Tor Misri,Iran,Mid East,0.3,103.4166667,77,100,1.034166667,0.77,5.5,NA,30.50833333,1.175,0,3.375879574,148.3333333,27.32222222,7.444444444,4.891032422,5.011241171,0.887,9.073908333,3.380366667,2.548045755,3.957908001,6.523225,2.803516667,3.540410381,7.2442,2.684,2.327,light,dark,NA,7,27.29333333,5.75,8.8
NSFTV261,34.685911482542394,-26.13262631018196,5.699031171827816,-2.261900299979807,-3.1368545695865495,-3.8259876521836116,-7.0075152950572175,-6.277910036011599,-6.297151932456415,-0.588189605057611,Shim Balte,Iraq,Mid East,0.19,79.75,67,92,0.866847826,0.72826087,6,1,30.28333333,1.125,1,3.963982744,102.6666667,19.34545455,6.636363636,4.289213335,4.377470818,0.916,7.996266667,2.775916667,1.970143888,3.596261938,5.821525,2.385691667,3.231167307,4.434266667,2.881,2.44,light,light,8.668333334,9,25.45333333,4.583333334,8.4
NSFTV262,35.72881984926673,-27.20729489854824,6.998719080005158,-2.993770513708906,-2.3955028488306236,-0.05558318733174685,-2.871440427367476,-2.456123737141291,-0.2998749541858365,-1.4414021392813183,Halwa Gose Red,Iraq,Mid East,0.47,103.4166667,78,107,0.966510903,0.728971963,5,1,27.81666667,1.408333333,0,3.462890951,130,20.91666667,8.5,4.899195732,4.976106587,0.926,8.038845455,3.074954545,2.220580007,3.728862988,5.803718182,2.655463636,3.350865666,5.646354545,2.614,2.186,light,light,NA,7,25.365,4.875,8.65
NSFTV264,-29.079619554981434,-0.6472562214350728,-5.2772760484338646,-3.310220404181436,-2.0770022487178856,-0.600868672753244,1.6282365775739707,-5.243297132270736,2.4254402365385905,-9.65903345219079,Baldo,Italy,Europe,0.552,78,66,85,0.917647059,0.776470588,3,1,23.63333333,1.4,0,3.075774981,102.8333333,19.11666667,10,4.841558964,4.968655222,0.881,9.503625,3.584991667,2.736722418,4.08084989,6.996333333,2.959575,3.64801232,8.413825,2.651,2.364,light,light,4.831666667,8,14.36333333,6.541666667,8.85
NSFTV266,-29.32721786563358,-2.7082081098854616,-8.259144660471321,1.475111780205077,2.23762534530044,1.336662611158716,6.0358215751106,-7.995798676969895,0.05035576122094153,2.8799331566293835,Hiderisirazu,Japan,E Asia,0.717,70.75,72,76,0.930921053,0.947368421,2.166666667,0,21.175,0.991666667,1,2.881069365,110.1666667,21.13333333,8.333333333,5.081404365,5.155857343,0.928,7.5431,3.597675,2.43668903,3.800059441,5.1989,3.03215,3.37839862,6.567783333,2.097,1.715,light,light,4.166666667,8,14.025,6.541666667,8.35
NSFTV267,-33.56177658520429,-5.541312442246227,-19.848422688264048,-1.6368751761269011,0.010611849910494653,0.4597355546614296,-0.8110289212523676,2.4257642660734553,-1.3446138549068658,5.125645645182416,Hatsunishiki,Japan,E Asia,0.828,77.16666667,66,87,0.88697318,0.75862069,5,1,19.28333333,0.591666667,1,3.506557897,97.25,18.79166667,9.666666667,4.471638793,4.575569716,0.901,7.441141667,3.39825,2.322842682,3.737872971,5.238191667,2.8881,3.321718473,5.887541667,2.19,1.814,light,light,4.501666667,6,14.455,6.5,8.7
NSFTV268,-30.17204124246579,-5.624757568570823,-15.777389238361243,0.9296709281707078,1.4715611434856775,0.7894764319879036,4.344111154314847,-7.38819925651933,2.5724292946248277,-9.632368066150315,Vavilovi,Kazakhstan,C Asia,0.67,60.4,65,59,1.023728814,1.101694915,5,1,37.61666667,1.108333333,1,3.388618599,106,22.39166667,7.916666667,4.369447852,4.537069773,0.846,9.0544,3.399858333,2.548301288,3.952091276,6.435458333,2.838875,3.523782449,7.121083333,2.663,2.267,light,light,6.498333334,8,17.60666667,5.516666667,8.65
NSFTV269,30.05005612093095,11.086143674937453,-7.551994672700137,-1.387383262402803,5.666857200095355,-12.057874389088454,10.115460764589871,4.911459781412724,-2.3285933396834024,-5.996127075491619,Sundensis,Kazakhstan,C Asia,0.43,105.8333333,NA,100,1.058333333,NA,3.5,1,34.975,1.075,1,3.113515309,92.58333333,24.74166667,9.090909091,4.904657304,5.278964638,0.688,9.581616667,2.68765,2.178205032,3.806033774,6.869783333,2.199041667,3.349459837,4.6864,3.565,3.124,light,light,NA,1,15.78333333,2.791666667,10.55
NSFTV270,-30.255196021748098,-2.370102211789797,-8.038754612569983,-3.2213883502797893,-0.4450973125984509,-0.48032720864930384,3.103610176245248,-7.75545857211379,2.57808143846481,-9.474553361632868,Osogovka,Macedonia,Europe,0.664,73.75,66,85,0.867647059,0.776470588,3.083333333,NA,24.875,1.45,0,2.922265122,108.8333333,22.37272727,8.909090909,4.691347882,4.854158679,0.85,10.7766,3.24625,2.655108766,4.10232155,7.283416667,2.639516667,3.579368439,7.03135,3.32,2.759,light,light,5.835,8,13.36666667,6.041666667,8.9
NSFTV271,-29.997081806317784,-2.3463657341208495,-9.297238680131482,-2.204545815928621,-2.3976029899437448,-0.19564091781346704,3.5530001174596633,-7.076073822249581,2.7672990048079633,-9.764283256372766,M. Blatec,Macedonia,Europe,0.798,78.66666667,63,100,0.786666667,0.63,5,1,28.43333333,1.1,0,2.627081139,114.25,24.025,10.66666667,4.870734453,5.110983268,0.786,10.17014167,3.717766667,2.871843291,4.183895259,7.572354545,3.095127273,3.765967171,9.861336364,2.736,2.447,light,light,4.998333334,9,14.65666667,6.333333334,10.15
NSFTV272,10.849670016897681,5.029456305650419,8.971122141870701,-0.12180476079179192,-5.229517786222545,-5.987672292579317,-12.751515299549933,-8.736461502540546,4.092416734083656,2.7265365436971245,923,Madagascar,Africa,0.517,108.0833333,62,107,1.010124611,0.579439252,3,1,35.85,1.041666667,0,3.412247218,142.4444444,32.2,7.090909091,4.050994121,4.651359568,0.549,12.54885455,2.940963636,2.669006297,4.198152419,8.7837,2.454045455,3.698730545,7.395054545,4.267,3.579,light,light,7.501666667,6,25.55,7,10.15
NSFTV273,-27.74327014694016,3.6604917230689615,8.941240944250053,-2.422776503185187,-7.489567359995002,-1.112982193494565,0.887506371019031,-0.2558427353543671,1.253026901540708,-1.0363489202902134,Varyla,Madagascar,Africa,0.752,82.16666667,78,113,0.727138643,0.690265487,3,1,29.80833333,1.216666667,0,2.813410717,130.8333333,23.87272727,10.27272727,4.885552956,5.094865028,0.811,9.220925,3.34745,2.515471553,3.94728461,6.679766667,2.765875,3.515066843,6.823125,2.755,2.415,light,light,6,1,16.08333333,2.083333334,9.5
NSFTV274,-21.794835873475588,6.280999505603166,17.451227673392584,-1.8208086721551877,2.846518856678549,1.2673657342379399,-0.18544890273273051,-0.23444655842749504,0.7194556889701885,1.178274138672143,Padi Pagalong,Malaysia,SE Asia,0.66,106,74,100,1.06,0.74,3,NA,36.325,1.541666667,0,2.590267165,147.9166667,35.68333333,8.916666667,4.717754547,4.967495801,0.779,9.897763636,3.247327273,2.591511618,4.026850891,7.275681818,2.7267,3.621965508,7.632936364,3.048,2.668,light,dark,NA,1,20.89333333,6.333333334,8.85
NSFTV275,-31.37566380328291,-5.391443642395291,-19.215138607503686,-1.6284213127711276,-0.47303662180124517,0.008132466302764714,-1.1013378251302217,0.7242136801827156,0.37627301413231073,-0.9949318650114276,Sri Malaysia Dua,Malaysia,SE Asia,0.723,77.66666667,65,76,1.021929825,0.855263158,5,1,26.59166667,1.108333333,0,3.012261576,100.25,20.325,9.833333333,4.404684659,4.522693964,0.889,8.566575,3.356825,2.48285037,3.899336201,6.169166667,2.750108333,3.447985808,6.4166,2.552,2.243,light,light,6.831666667,6,15.68,6.666666667,8.5
NSFTV276,33.03570153207278,-19.289923489111562,5.82747034099029,-2.3724833985869522,1.0390574664352668,3.590602852238343,5.921152976930321,5.400095347706629,10.092166544503877,-2.012919575013701,Kaukau,Mali,Africa,0.4,80.25,78,92,0.872282609,0.847826087,7.5,NA,33.75833333,1.458333333,1,3.36441813,135.3333333,27.25833333,11,5.379897354,5.466300507,0.917,6.835309091,3.3243,2.177501038,3.616088796,4.85185,2.8658,3.24560571,5.45545,2.056,1.693,light,light,7.166666667,7,25.25666667,5.416666667,7.75
NSFTV277,-32.582470632889624,-4.1048782744666115,-16.50756377598696,-3.867453753854653,-1.004719740253138,-0.995844870868278,-2.5503900444933465,2.801604982566483,-1.031133323522813,0.9553737773887867,Gambiaka Sebela,Mali,Africa,0.69,82.33333333,67,138,0.596618357,0.485507246,3,1,25.31111111,1.511111111,0,3.075774981,101.1,17.83333333,10.77777778,4.922411061,5.189246271,0.766,8.544,3.848033333,2.687100616,3.983709047,6.063183333,3.213225,3.567396849,8.359083333,2.22,1.887,light,light,5.665,8,17.01,6.916666667,9.05
NSFTV278,9.471981799554868,8.636732612589544,-14.51451997218855,-0.18361100577892367,3.2889045297470223,-10.952933863684136,10.778682312590233,5.731453558418129,-8.409062180211173,1.5908657322268565,C1-6-5-3,Mexico,America,0.513,82,NA,95,0.863157895,NA,4.5,1,26.25,0.966666667,1,3.567182519,92.83333333,21.6,8.111111111,4.752806185,4.949404428,0.822,7.766466667,3.23775,2.2799448940000002,3.740340453,5.517191667,2.723966667,3.329804907,5.646533333,2.399,2.025,light,light,5.668333334,9,14.05,6.833333334,8.5
NSFTV279,-30.635549927913907,-5.449369499644894,-15.979265589265122,1.1274298954842763,1.1581379028733976,0.4369486093346885,4.068504874399521,-6.326311940159405,2.6310962633943893,-10.350392455017431,Kon Suito,Mongolia,C Asia,0.602,57.25,57,45,1.272222222,1.266666667,4.5,1,29.2,0.941666667,0,3.235405127,90.91666667,16.95,6.166666667,4.291600343,4.48863637,0.821,8.292808333,3.39995,2.470425919,3.874638326,6.1184,2.856158333,3.474230193,6.806141667,2.439,2.142,light,light,5.998333334,2,19.26666667,6.5,11.15
NSFTV280,-28.389431222412544,4.697578680831483,9.766446061675294,-5.631513390549688,-10.040435157095922,-2.1004771229404087,-3.613159477533903,5.512080752040461,-0.15412093159066592,-2.5732816156288383,Saku,Mongolia,C Asia,0.744,84.08333333,79,100,0.840833333,0.79,4.5,NA,34.55,1.408333333,0,2.866951484,114.75,25.70909091,11.27272727,5.097646671,5.45064821,0.703,8.520266667,3.216266667,2.382209252,3.844561283,6.237725,2.72275,3.45413897,6.389958333,2.649,2.291,light,light,7.166666667,3,16.46333333,6.222222222,8.05
NSFTV282,-33.088065285248554,-6.216931110275302,-18.852908366280513,-1.7179949584057872,0.7799230840054456,0.005735902660041444,-0.022810373474481026,0.17628491461498857,0.018026870337692007,-1.823251051065618,Triomphe Du Maroc,Morocco,Africa,0.726,80.91666667,78,113,0.716076696,0.690265487,3,1,21.425,1.466666667,0,3.008154794,79.75,16.77777778,11.11111111,5.201005184,5.357871897,0.855,7.652391667,3.863633333,2.59923372,3.890391897,5.451166667,3.091783333,3.430854345,7.035975,1.981,1.763,light,light,6.166666667,8,15.39666667,6.75,8.95
NSFTV283,-31.69844370959691,-3.8248059380670076,-12.799139965711177,-1.844599725204583,-1.0675475727796941,-0.3479587569497181,-1.9314229106596281,2.233800004266764,0.020141586324958664,2.265088851978162,Chibica,Mozambique,Africa,0.7,77.58333333,74,80,0.969791667,0.925,4.5,1,28.14166667,1.166666667,0,3.071921412,96.41666667,19.37272727,9.727272727,4.831218605,5.094865028,0.768,8.309283333,3.641125,2.59913275,3.935938405,6.075627273,3.039754545,3.534992944,7.729945455,2.282,1.999,light,light,4.5,8,14.92,2.25,9.6
NSFTV285,-20.115542242024695,6.646438512390564,18.18421140004869,-1.9985229562745663,-7.0749600456852395,1.291230915096034,7.229897147672275,-8.538624553998856,-1.375257248650492,4.670591913298677,Tox 782-20-1,Nigeria,Africa,0.48,79.5,67,52,1.528846154,1.288461538,2.5,0,27.74166667,1.291666667,0,2.650891787,93.16666667,22.51111111,9.222222222,4.91665756,5.089278421,0.841,9.679854545,2.971590909,2.361337589,3.899645814,7.147590909,2.5275,3.499482196,6.1495181820000004,3.257,2.828,light,light,6.001666667,1,20.3,5.083333334,8.95
NSFTV286,-14.871839217427624,9.951633537184698,15.025965154683655,-1.5155156661682427,-3.2784488668940814,-0.4192941227861779,3.8144028743056433,-0.4241099935454297,-2.2079456270646705,1.461120549241232,IITA 135,Nigeria,Africa,0.575,86,77,100,0.86,0.77,5,0,32.88888889,1.622222222,0,3.071921412,105.1666667,25.05555556,11.22222222,4.833632899,5.133835728,0.741,9.431591667,3.400683333,2.621018824,4.017394971,6.957827273,2.856809091,3.60355005,7.784236364,2.773,2.436,light,light,8.501666667,1,13.96333333,3.791666667,8.45
NSFTV287,-29.605277477350292,-5.668435148797199,-17.66490176825168,1.0514647866127482,0.26025412746562304,0.35357531185119073,2.2276653430965836,-4.3658232658993015,1.969624581915259,-6.949565675081661,Zerawchanica Karatalski,Poland,Europe,0.845,54.5,56,54,1.009259259,1.037037037,5.666666667,1,29.35833333,1.258333333,0,3.063390922,91.08333333,18.61666667,6.416666667,4.220732445,4.428830701,0.812,8.11275,3.747416667,2.618621966,3.930351671,5.629845455,3.140609091,3.491239162,7.663581818,2.165,1.793,light,light,6.001666667,8,15.04,7,8
NSFTV288,-30.784715575951772,-5.2531642273226575,-16.426064142821367,0.956953297253731,1.1144301514555515,0.7515793637799479,4.311059494222867,-6.647917715160889,2.493182795934335,-10.974899221491706,Italica Carolina,Poland,Europe,0.695,58,54,48,1.208333333,1.125,2.333333333,1,31.025,1.141666667,0,3.164067588,89.33333333,19.03333333,7.083333333,4.143134726,4.414816457,0.762,8.894866667,3.360283333,2.51526745,3.932686537,6.473258333,2.773966667,3.50060597,6.801075,2.647,2.334,light,light,6.166666667,7,20.24,7,11
NSFTV289,-31.901663756701574,-5.956915915382345,-17.523464233520954,0.0762748461010518,0.9321174297998349,0.7955447559077682,3.1543256530368167,-5.2882558840461344,1.8688303966158675,-8.055339545671252,Lusitano,Portugal,Europe,1.11,63,56,61,1.032786885,0.918032787,2.5,1,31.94166667,0.941666667,0,3.283414346,98.08333333,20,6.818181818,4.275402695,4.392201963,0.89,8.752466667,3.531341667,2.588710329,3.957183256,6.324558333,2.924858333,3.525949901,7.337175,2.479,2.162,light,light,5.166666667,7,17.77333333,6.791666667,9.9
NSFTV290,-33.09968927188784,-5.544691166783162,-19.81328649121813,-2.1633511836968373,-0.5605593950059115,0.25393207891065855,-0.5035472808813404,2.4757432071176946,-1.2264561691163571,6.472481252853516,Amposta,Puerto Rico,America,1.1,74.75,65,80,0.934375,0.8125,4.5,1,27.99166667,1.008333333,0,3.747541367,90.91666667,18.84545455,10.18181818,4.89239761,4.96284463,0.932,7.16465,3.455941667,2.313924722,3.711707728,5.046158333,2.965966667,3.319254652,6.055808333,2.073,1.701,light,light,4,9,15.11666667,6.75,8
NSFTV291,-32.62182407861066,-5.59796307936726,-18.570546036564412,-1.2984534879024585,-0.00848618083376941,0.40213410534095767,-1.1553338077265907,2.2723901012967334,-0.9277878243072694,4.369157699104961,Toploea 70/76,Romania,Europe,0.682,67.08333333,61,68,0.986519608,0.897058824,1.5,NA,18.28333333,0.966666667,0,3.387774361,67.75,16.51111111,8.222222222,4.518158809,4.657129925,0.87,7.0208,3.221191667,2.13589473,3.611953187,4.861233333,2.758616667,3.202843322,4.98985,2.18,1.762,light,light,6.001666667,8,14.885,6.791666667,7.1
NSFTV293,38.54794267926078,-9.094772112487671,0.7410317827528076,0.9280310400843345,-0.5652132256033462,-9.716846412036855,-13.068532824462787,-9.57060572000036,11.650000971158896,4.84866516038602,TOg 7178,Senegal,Africa,0.16,104.75,70,107,0.978971963,0.654205607,6.5,1,26.43333333,1.016666667,0,3.273995124,138.5833333,26.46666667,7.666666667,4.919372468,5.033700567,0.892,8.318841667,3.485533333,2.522538896,3.902689248,6.038241667,2.925275,3.494911086,7.183016667,2.387,2.064,light,dark,NA,8,25.86333333,5.694444445,7.8
NSFTV296,-31.77460892424512,-2.4517719677391723,-12.782969412520556,-2.736032106193076,-3.041924139852278,-0.6737681441323085,-3.3281553988612247,4.17618089235229,-1.487300181249014,0.917944901036569,Dosel,Spain,Europe,1,79.75,67,113,0.705752212,0.592920354,3.5,1,24.95,1.383333333,0,3.48635519,97.08333333,19.46363636,8.818181818,4.906919516,5.080713996,0.84,8.318083333,3.730366667,2.596500821,3.927871256,6.031433333,3.085525,3.525861626,7.702583333,2.23,1.955,light,light,4.165,8,15.53,7,8.9
NSFTV297,-32.475003660416405,-4.103278186198026,-16.44395748803553,-3.8299681669680683,-0.9916497368122081,-0.9675907967116867,-2.4933335664380025,2.708285077360118,-1.0223939948652316,1.0028147569475752,Bahia,Spain,Europe,0.823,82.83333333,67,137,0.604622871,0.489051095,3,1,24.6,1.375,0,3.222203615,99.91666667,18.14545455,10.63636364,4.894441903,5.276257648,0.683,8.422808333,3.839725,2.678849079,3.973443389,6.083825,3.22585,3.572398773,8.4207,2.194,1.886,light,light,5.665,9,16.77,6.958333334,9.35
NSFTV298,44.05110249834078,14.217103826334492,-5.8196326013766395,0.3331809441583282,1.3679250582799694,-9.71763733994835,2.5890201368823487,0.14846765935365855,3.3017538526598735,0.23102256632693205,LD 24,Sri Lanka,S Asia,0.31,105,78,100,1.05,0.78,7,NA,28.00833333,0.968333333,0,3.326234343,129.75,26.32222222,11.44444444,5.373218675,5.609878713,0.789,7.500808333,2.772825,1.940180672,3.559033405,5.453141667,2.400425,3.18354843,4.277883333,2.705,2.272,light,dark,NA,1,26.29666667,6.083333334,7.15
NSFTV299,47.30307536586708,19.7180628295762,-8.896344369350794,0.9318066851816225,-3.3417255968504644,16.359417620764308,-4.997712680842903,-0.5275660118526728,-1.7573625742441135,-3.6344467237061555,SML 242,Suriname,America,0.26,70.33333333,58,70,1.004761905,0.828571429,7,NA,27.75,1.075,0,3.799227511,130.25,25.54545455,8.727272727,4.816609141,4.87866113,0.94,8.076133333,3.137541667,2.279080171,3.765541068,5.857236364,2.6538,3.369355463,5.752972727,2.574,2.207,light,light,5.668333334,3,23.25333333,5.083333334,7.65
NSFTV300,-31.236486759734582,-3.0752659530202555,-11.26267696865004,-0.6909450020546811,-2.02051668178771,-0.5102040958944124,1.2091335008593997,-3.0450270928652805,1.2063584217325944,-1.9095608709578913,Sml Kapuri,Suriname,America,1.066,76.25,67,73,1.044520548,0.917808219,4.5,1,28.51666667,1.316666667,0,2.908720897,99.75,21.21111111,10.33333333,5.04576841,5.203507062,0.854,8.102783333,3.406666667,2.412433772,3.828777619,5.810191667,2.849675,3.415018649,6.380258333,2.379,2.039,light,light,7.335,5,18.91666667,7,8
NSFTV301,-28.229852375733433,-5.7501704655008385,-15.214077219324832,3.302967018269677,0.5735582029250373,0.29530325445551536,3.4762268963764447,-4.228263686232735,2.5145524876985443,-5.8487725229031,Melanotrix,Tajikistan,C Asia,0.744,75.58333333,60,68,1.111519608,0.882352941,3.666666667,1,25.51111111,0.777777778,1,2.722756348,108.2222222,21.24444444,9.444444444,4.834516681,5.009894279,0.839,7.3055,3.293477778,2.261623042,3.702161139,5.459122222,2.811566667,3.333110845,5.809111111,2.218,1.942,light,light,5.335,9,14.95,5.027777778,11.3
